"","year","epiweek","WDIR","GSPD","Salinity","SST","Total_Rain","Mean_Temp","Number of norovirus outbreaks"
"682","2015",53,"S",3.28,27.83,7.37,0.37,1.73,NA
"683","2016",1,"W",3.13,28.27,6.9,2.09,2.19,7
"684","2016",2,"S",5.66,28.81,7.26,5.34,4.66,8
"685","2016",3,"S",7.32,28.87,8.25,7.06,5.49,3
"686","2016",4,"S",7.95,28.31,8.07,9.23,7.36,3
"687","2016",5,"S",6.91,27.84,7.74,7.43,3.57,2
"688","2016",6,"S",4.91,27.8,8.13,6.13,5.84,4
"689","2016",7,"S",7.02,28.61,8.24,5.2,6.6,4
"690","2016",8,"S",3.3,26.86,7.8,1.8,4.91,3
"691","2016",9,"S",10.1,27.79,8.37,11.86,8.24,5
"692","2016",10,"S",9.8,27.93,8.3,11.03,6.84,2
"693","2016",11,"S",4.88,26.51,8.29,2.77,5.96,2
"694","2016",12,"S",5.61,26.86,8.43,2.57,7.99,0
"695","2016",13,"S",4.28,27.53,9.68,0.31,9.49,1
"696","2016",14,"S",5.15,27.43,10.66,0.46,10.46,1
"697","2016",15,"S",7.57,27.96,10.44,2.03,9.39,1
"698","2016",16,"W",3.44,27.6,11.61,1.11,13.31,1
"699","2016",17,"W",5.28,27.37,11.92,0.29,9.91,2
"700","2016",18,"W",5.25,26.86,12.83,0.51,12.77,3
"701","2016",19,"W",5.18,27.53,12.94,0.09,12.8,4
"702","2016",20,"W",5,27.57,14.12,0.91,15.19,1
"703","2016",21,"W",5.48,27.44,14.61,0.74,12.81,1
"704","2016",22,"W",4.78,27.29,15.43,0.86,14.8,2
"705","2016",23,"W",5.07,27.11,16.67,0.23,16.84,0
"706","2016",24,"S",4.58,27.29,15.87,1.43,13.94,2
"707","2016",25,"S",4.19,27.63,16.56,4.14,16.37,0
"708","2016",26,"W",5.39,26.71,17.77,0.57,17.89,0
"709","2016",27,"S",6.63,27.27,17.13,4.44,16.46,3
"710","2016",28,"W",5.02,27.57,16.41,1.26,15.44,1
"711","2016",29,"W",3.83,26.81,17.64,0.34,18.13,1
"712","2016",30,"W",7.58,26.83,19.41,0,18.27,0
"713","2016",31,"W",4.42,26.87,16.22,1.43,16.2,0
"714","2016",32,"W",4.16,27.8,17.18,0.97,17.09,0
"715","2016",33,"W",6.28,27.6,17.07,0,17.84,0
"716","2016",34,"W",5.52,27.91,16.07,1.23,15.74,0
"717","2016",35,"S",5.4,28.84,16.53,7.91,17.71,1
"718","2016",36,"W",4.48,29.26,15.05,1.29,14.99,0
"719","2016",37,"W",5.06,28.01,15.51,1.11,14.07,0
"720","2016",38,"W",4.87,28.71,14.06,3.94,12.93,1
"721","2016",39,"W",5.14,28.64,13.4,2.49,10.79,0
"722","2016",40,"S",6.08,29.29,12.49,13.06,11.83,2
"723","2016",41,"S",6.3,28.67,11.78,7.24,8.91,0
"724","2016",42,"E",7.93,29.33,11.12,4.96,9.99,1
"725","2016",43,"E",7.1,29.07,10.84,8.23,10.7,0
"726","2016",44,"E",10.25,27.26,10.7,10.89,9.84,1
"727","2016",45,"E",8.44,25.81,10.72,6.4,11.77,0
"728","2016",46,"S",6.14,26.87,10.16,8.89,6.8,5
"729","2016",47,"S",8.94,26.04,10.02,9.83,6.61,1
"730","2016",48,"S",7.38,26.36,9.15,2.43,4.73,1
"731","2016",49,"W",6.37,26.03,8.59,2.64,1.44,2
"732","2016",50,"W",5.81,26.29,7.78,2.9,0.57,2
"733","2016",51,"S",9.73,26.34,7.42,2.09,0.44,5
"734","2016",52,"S",6.69,27.32,7.6,2.08,4.19,6
"735","2017",1,"S",7.14,27.06,7.13,9.94,1.35,7
"736","2017",2,"W",5.1,27.26,7.15,0.51,-0.63,1
"737","2017",3,"E",8.84,27.41,7.34,8.26,4.64,12
"738","2017",4,"E",5.79,27.26,7.68,2.69,4.7,5
"739","2017",5,"W",6.69,27.66,7.46,2.59,1.61,5
"740","2017",6,"W",6,27.4,6.46,5.43,-0.64,6
"741","2017",7,"S",6.67,27.56,7.24,6.89,4.1,4
"742","2017",8,"W",4.49,26.87,6.82,0.57,1.83,4
"743","2017",9,"W",7.2,28.33,6.96,1.2,2.89,0
"744","2017",10,"W",5.89,28.41,7.23,2,2.41,2
"745","2017",11,"S",8.55,29.01,7.76,4.49,6.94,2
"746","2017",12,"S",7.45,28.6,7.36,4.37,5.84,2
"747","2017",13,"E",8.86,29.17,7.79,4.94,7.3,0
"748","2017",14,"S",7.97,28.33,8.58,6.06,7.3,0
"749","2017",15,"S",7.02,28.3,8.24,4.49,6.94,0
"750","2017",16,"S",5.13,28.03,9.39,3.96,8.6,1
"751","2017",17,"S",6.52,28.67,10.46,0.94,8.99,3
"752","2017",18,"S",4.78,27.76,11.07,1.54,10.71,0
"753","2017",19,"S",4.49,27.29,11.74,1.49,9.81,1
"754","2017",20,"S",4.61,28.21,12.25,0.71,10.99,2
"755","2017",21,"W",5.27,23.73,13.49,0,14.44,3
"756","2017",22,"S",6.1,25.5,14.37,1.43,15.19,1
"757","2017",23,"S",4.1,27.26,14.67,1.51,14.17,1
"758","2017",24,"S",6.62,27.51,14.57,3.91,12.9,2
"759","2017",25,"W",5.46,25.79,15.07,0.94,13.97,1
"760","2017",26,"W",5.78,24.61,16.44,0,14.79,1
"761","2017",27,"W",4.57,24.54,17.83,0,16.69,0
"762","2017",28,"W",5.15,25.73,17.67,0.43,16.84,2
"763","2017",29,"S",5.07,26.5,18.44,0.46,16.26,1
"764","2017",30,"W",5.2,26.11,18.12,1.03,17.69,4
"765","2017",31,"W",5.47,25.91,18.78,0,19.81,0
"766","2017",32,"W",3.9,26.06,17.27,0,17.99,2
"767","2017",33,"W",5.17,27.61,17.43,0,16.86,2
"768","2017",34,"W",3.55,27.5,18.09,1.99,18.46,1
"769","2017",35,"W",4.16,27.43,18.23,0,17.53,0
"770","2017",36,"W",4.22,27.77,18.73,0.7,18.17,0
"771","2017",37,"W",5.35,28.5,15.18,0,14.13,0
"772","2017",38,"W",4.24,28.63,14.33,3.09,11.49,1
"773","2017",39,"S",2.82,28.9,14.32,1.97,13.76,0
"774","2017",40,"W",4.74,28.31,13.46,2.23,9.43,3
"775","2017",41,"W",5.29,28.81,11.92,3.77,7.96,0
"776","2017",42,"S",9.07,29.3,10.59,15.69,9.5,1
"777","2017",43,"S",4.2,29.27,10.45,0.14,8.8,1
"778","2017",44,"W",5.22,28.8,10.5,2.43,4.2,0
"779","2017",45,"S",5.53,28.66,9.22,0.6,3.89,1
"780","2017",46,"S",9.59,29.41,9.09,16.4,5.64,1
"781","2017",47,"S",8.83,29.07,8.93,16.66,8.1,2
"782","2017",48,"S",8.65,28.84,8.97,4.24,5.76,4
"783","2017",49,"S",3.18,27.69,8.3,1.64,2.4,3
"784","2017",50,"W",2.9,27.5,7.68,0.6,1.64,1
"785","2017",51,"W",5.69,27.13,7.74,2.16,0.53,1
"786","2017",52,"W",4.75,27.39,6.93,3.4,0.67,1
"787","2018",1,"W",3.61,28.41,6.92,0.96,1.85,8
"788","2018",2,"S",5.81,28.9,7.26,6.1,3.7,5
"789","2018",3,"E",9.55,28.6,8.32,13.26,6.34,5
"790","2018",4,"S",9.23,28.94,8.17,7.56,5.36,1
"791","2018",5,"S",6.43,28.71,7.68,5.66,4.6,3
"792","2018",6,"W",5.01,28.27,8.03,1.77,4.39,1
"793","2018",7,"S",5.42,28.1,7.7,2.4,2.8,1
"794","2018",8,"W",7.1,28.06,6.68,0,-1.16,1
"795","2018",9,"S",6.22,28.84,7.45,1.29,3.03,3
"796","2018",10,"W",2.83,28.54,7.19,2.81,3.17,4
"797","2018",11,"W",4.05,28.57,7.45,0.77,4.89,4
"798","2018",12,"S",5.15,28.86,7.76,1.29,5.16,7
"799","2018",13,"S",6.24,29.09,7.94,1.2,6.63,5
"800","2018",14,"S",6.96,28.91,7.87,4.46,6.69,6
"801","2018",15,"E",8,29.2,8.14,6.71,8.2,2
"802","2018",16,"S",4.78,29.03,9.01,1.43,8.39,3
"803","2018",17,"W",3.74,28.67,10.48,1.8,10.09,0
"804","2018",18,"W",4.01,28.53,11.24,0.54,10.74,0
"805","2018",19,"S",5.25,28.16,12.72,1.26,14.27,1
"806","2018",20,"S",3.7,27.83,14.76,0,15.46,2
"807","2018",21,"W",3.86,26.13,15.6,0,14.77,1
"808","2018",22,"W",6.07,24.31,15.92,0.09,13.83,2
"809","2018",23,"S",6.12,25.67,14.38,0.93,13.66,3
"810","2018",24,"W",4.9,25.09,14.56,1.09,13.39,2
"811","2018",25,"S",3.98,25.46,16.36,0.03,17.63,0
"812","2018",26,"S",4.21,25.56,16.2,1.89,15.16,2
"813","2018",27,"W",5.47,26.06,16.08,0.06,15.33,0
"814","2018",28,"W",5.31,26.71,17.08,0.66,16.34,0
"815","2018",29,"W",5.44,27.07,16.9,0.06,15.86,0
"816","2018",30,"W",4.14,27.21,17.24,0.27,19.56,0
"817","2018",31,"S",3.21,27.6,17.89,0.57,19.5,0
"818","2018",32,"W",3.74,27.54,19.63,0,20.19,0
"819","2018",33,"W",5.51,26.94,19.27,0,18.33,1
"820","2018",34,"W",4.4,26.89,16.78,0.09,15.83,0
"821","2018",35,"W",3.8,27.5,16.29,0.46,16.91,0
"822","2018",36,"W",5.05,27.79,17.01,1.29,16.4,0
"823","2018",37,"S",5.67,28.84,14.17,4.34,13.99,0
"824","2018",38,"W",4.8,28.67,13.17,9.03,11.27,0
"825","2018",39,"W",3.98,27.83,13.5,0.71,12.26,0
"826","2018",40,"W",5.06,28.27,12.71,4.76,8.56,0
"827","2018",41,"W",4.34,28.34,11.98,1.69,9.94,0
"828","2018",42,"W",2.2,28.3,11.94,0,7.41,0
"829","2018",43,"S",4.99,28.66,11.33,3.77,8.04,1
"830","2018",44,"E",6.69,29.41,10.4,8.34,8.77,0
"831","2018",45,"W",3.95,28.6,10.35,0.31,6.8,1
"832","2018",46,"S",4.68,28.8,9.89,3.86,6.46,0
"833","2018",47,"S",5.45,28.44,9.4,2.2,4.53,0
"834","2018",48,"S",7.11,28.39,9.58,13.69,8.03,0
"835","2018",49,"W",3.6,28.01,8.29,1.06,0.93,1
"836","2018",50,"S",10.62,29.23,8.68,11.59,5.13,2
"837","2018",51,"E",10.65,28.07,9.01,11.2,6.09,2
"838","2018",52,"S",8.06,28.63,8.33,4.74,5.09,3
"839","2019",1,"E",9.06,28.77,8.53,13.54,8.09,7
"840","2019",2,"S",6.71,28.56,7.85,6.33,4.63,6
"841","2019",3,"S",4.96,24.93,7.79,2.3,2.26,3
"842","2019",4,"S",5.19,27.54,7.93,3.11,4.43,6
"843","2019",5,"S",3.62,27.83,7.72,2.51,3.91,11
"844","2019",6,"W",7.42,28.24,7.11,0,-2.37,0
"845","2019",7,"W",5.03,27.9,6.84,0,-2.59,5
"846","2019",8,"W",6.31,27.97,6.54,0.74,1.03,3
"847","2019",9,"W",5.04,28.06,6.93,0,-0.26,9
"848","2019",10,"W",4.21,28.31,7.29,0,0.21,5
"849","2019",11,"S",6.61,28.4,7.92,2.4,3.6,6
"850","2019",12,"W",3.2,28.64,7.85,0.29,6,9
"851","2019",13,"W",3.52,28.37,8.1,0.57,7.21,13
"852","2019",14,"S",5.69,28.33,11.08,4.09,9.1,4
"853","2019",15,"S",6.34,28.4,9.28,2.83,8.09,1
"854","2019",16,"S",6.33,28.76,9.8,3.66,8.56,2
"855","2019",17,"W",7.23,27.66,10.63,0.51,8.39,3
"856","2019",18,"W",4.85,28.3,11.04,0,9.56,3
"857","2019",19,"W",6.58,28.36,14.11,0,14.34,5
"858","2019",20,"S",4.39,28.56,11.94,4.29,11.81,2
"859","2019",21,"W",6.93,28.33,14.42,0.91,12.99,0
"860","2019",22,"S",4.04,28.49,15.36,0,16.56,0
"861","2019",23,"W",5.57,27.81,14.23,0.77,12.3,1
"862","2019",24,"W",5.06,27.86,13.91,0,14.64,0
"863","2019",25,"W",6.23,27.53,14.78,3.61,13.07,0
"864","2019",26,"S",4.14,25.76,14.26,0.11,14.66,0
"865","2019",27,"S",4.74,27.89,14.51,1.57,13.63,0
"866","2019",28,"W",6.03,27.49,14.8,2.53,15.76,1
"867","2019",29,"S",5.96,26.5,13.27,3.24,12.64,0
"868","2019",30,"W",4.43,27.04,13.92,0.13,14.29,1
"869","2019",31,"S",4.75,26.94,15.46,4.69,14.99,0
"870","2019",32,"S",6.75,26.79,14.36,1.13,13.57,0
"871","2019",33,"W",4.95,26.73,14.69,0.43,15.46,1
"872","2019",34,"W",5.01,26.41,15.36,0.23,13.96,0
"873","2019",35,"W",5.37,26.8,17.15,0.49,16.94,0
"874","2019",36,"W",6.56,27.3,16.32,0.51,16.69,0
"875","2019",37,"W",5.59,26.91,15.05,4.09,15.23,0
"876","2019",38,"S",4.83,27.7,15.17,4.97,14.09,2
"877","2019",39,"W",8.5,26.91,13.72,3.43,12.29,0
"878","2019",40,"S",3.45,27.46,11.33,0.86,9.56,1
"879","2019",41,"W",5.41,27.63,10.42,1.77,7,0
"880","2019",42,"E",7.45,27.89,11.57,4.91,9.47,0
"881","2019",43,"S",6.88,27.93,11.14,3.86,8.44,0
"882","2019",44,"W",3.58,27.8,9.06,0,4.89,0
"883","2019",45,"S",2.61,27.64,11.3,0.63,8.26,1
"884","2019",46,"S",3.35,28,10.22,8.74,8.66,1
"885","2019",47,"S",5.77,28.11,10.32,2.61,8.73,0
"886","2019",48,"W",6.29,28.57,8.59,1,4,1
"887","2019",49,"W",4.36,27.96,9.96,3.66,5.56,1
"888","2019",50,"S",5.46,28.06,8.81,2.69,5.69,2
"889","2019",51,"E",9.97,28.79,10.39,9.23,7.43,0
"890","2019",52,"S",8.3,28.8,11.26,4.8,10.41,2
"891","2020",1,"S",11.2,28.95,7.92,13.4,5.1,5
"892","2020",2,"S",9.32,27.8,9.44,8.46,5.34,3
"893","2020",3,"W",9.98,28.29,8.23,6.06,2.16,0
"894","2020",4,"E",10.74,29.01,8.95,11.46,6.39,5
"895","2020",5,"S",7.22,28.64,9.2,6.86,7.07,0
"896","2020",6,"S",6.68,28.14,7.66,3.77,3.19,3
"897","2020",7,"S",4.87,28.06,7.77,0.51,4.81,2
"898","2020",8,"W",3.36,27.63,7.52,1.89,2.17,5
"899","2020",9,"E",8.48,27.87,8.73,2.23,5.44,1
"900","2020",10,"S",6.42,27.69,8.15,2.57,4.17,2
"901","2020",11,"W",7.69,27.49,8.16,0.63,3.09,1
"902","2020",12,"W",4.08,26.71,9.59,0,4.43,1
"903","2020",13,"S",7,27.57,9.09,3.63,5.1,1
"904","2020",14,"S",6.32,28.03,8.54,4.34,5.7,1
"905","2020",15,"W",5.99,27.97,10.23,0,7,0
"906","2020",16,"W",3.96,27.47,11.39,0.09,9.13,1
"907","2020",17,"S",4.99,27.77,12.69,3.46,11.59,0
"908","2020",18,"S",6.43,28.24,12.3,5.63,9.41,0
"909","2020",19,"S",4.98,27.54,12.03,0.66,8.46,0
"910","2020",20,"S",5.02,26.13,13.03,5.4,11.97,0
"911","2020",21,"W",5.92,27.74,14.71,0.94,12.59,0
"912","2020",22,"W",4.93,26.8,14.82,0.74,14.73,0
"913","2020",23,"W",5.25,27.74,15.01,2.89,13.14,0
"914","2020",24,"S",7.36,27.79,14.65,4.36,13.03,0
"915","2020",25,"S",5.3,27.84,13.92,1.89,12.84,0
"916","2020",26,"W",5.43,27.59,14.9,3.49,14.67,0
"917","2020",27,"W",7.09,27.64,14.53,2.37,13.07,0
"918","2020",28,"S",5.63,28.46,13.37,1.77,13.03,0
"919","2020",29,"W",5.25,27.4,15.97,0.03,14.99,0
"920","2020",30,"W",5.71,26.86,16.38,0.51,16.83,0
"921","2020",31,"W",4.48,26.99,15.25,1.23,16.17,0
"922","2020",32,"W",5.58,27.24,15.49,1.26,15.4,0
"923","2020",33,"W",5.03,27.43,15.62,1.04,15.09,0
"924","2020",34,"S",5.83,27.11,14.28,2.53,15.46,0
"925","2020",35,"W",5.91,27.6,14.46,1.07,13.3,0
"926","2020",36,"W",3.2,26.29,14.19,0,12.7,0
"927","2020",37,"W",4.33,27.39,15.09,0,15.16,0
"928","2020",38,"W",2.56,26.79,15.82,0.94,15.91,0
"929","2020",39,"S",6.24,27.44,14.78,6.54,14.39,0
"930","2020",40,"W",2.08,26.5,15.99,0.09,13.73,0
"931","2020",41,"S",4.83,26.94,14.19,3.26,13.37,1
"932","2020",42,"W",7.04,28.44,11.73,7.06,9.36,0
"933","2020",43,"W",6,27.93,10.81,2.97,6.74,0
"934","2020",44,"S",6.14,28.73,9.26,2,6.76,0
"935","2020",45,"S",7.74,28.56,9.91,6,7.5,0
"936","2020",46,"S",8.53,28.06,8.85,5.86,5.43,0
"937","2020",47,"S",7.42,28.29,9.69,10.83,8.23,0
"938","2020",48,"S",8.84,28.14,8.03,4.13,5.66,0
"939","2020",49,"S",5.31,27.86,10.15,2.51,6.67,0
"940","2020",50,"E",6.42,27.76,9.9,5.34,6.93,0
"941","2020",51,"S",8.83,28.1,8,6.79,4.74,0
"942","2020",52,"S",6.73,27.17,10.17,2.6,6.44,0
"943","2020",53,"S",7.19,26.4,12.29,4.84,9.3,0
"944","2021",1,"S",7.86,27.01,8.88,5.77,5.03,0
"945","2021",2,"S",7.94,26.89,10.52,6.6,8.49,0
"946","2021",3,"W",4.92,26.79,11.07,1.14,7.43,0
"947","2021",4,"S",7.38,27.01,10.44,2.94,5.91,0
"948","2021",5,"S",6.23,27.76,9.97,1.57,6.39,0
"949","2021",6,"W",7.15,27.59,7.84,0,-0.69,0
"950","2021",7,"S",6.03,27.54,8.29,0.74,2.03,1
"951","2021",8,"W",7.66,27.94,8.64,2,4.29,0
"952","2021",9,"S",9.62,28.11,8.38,4.69,5.63,0
"953","2021",10,"S",6.29,27.99,8.09,0.8,4.67,0
"954","2021",11,"S",7.57,28.1,8.37,3.53,5.37,0
"955","2021",12,"W",6.44,28.07,9.6,0.8,5.5,0
"956","2021",13,"S",7.15,27.5,8.68,1.26,5.84,1
"957","2021",14,"W",7.01,27.77,8.93,1.57,5.76,0
"958","2021",15,"W",4.22,28,11.33,0,8.49,0
"959","2021",16,"W",4.93,27.86,13.28,1.03,10.81,0
"960","2021",17,"S",4.78,27.99,11.44,1.74,10.79,1
"961","2021",18,"S",4.61,27.63,12.3,0.57,9.83,0
"962","2021",19,"W",4.91,27.16,14.26,1.11,12.36,0
"963","2021",20,"W",5.57,27.39,13.64,0.86,11.91,0
"964","2021",21,"W",5.75,27.27,13.91,2.63,12.61,0
"965","2021",22,"W",3.93,26.89,15.37,0.29,16.27,0
"966","2021",23,"S",5.92,27.3,13.22,1.8,12.33,0
"967","2021",24,"S",5.41,26.33,15.86,0.77,14.66,0
"968","2021",25,"W",5.37,24.81,17.26,0.49,17.74,0
"969","2021",26,"W",5.38,26.13,16.57,0,18.77,0
"970","2021",27,"W",5.28,26.34,15.68,0.07,15.31,0
"971","2021",28,"W",6.73,24.4,16.44,0,17.34,0
"972","2021",29,"W",4.38,25.56,16.04,0,15.19,0
"973","2021",30,"W",4.31,24.81,16.7,0.31,17.66,0
"974","2021",31,"W",4.6,25.1,17.52,0.46,17.4,0
"975","2021",32,"W",5.52,25.16,17.21,0.49,19.37,0
"976","2021",33,"W",6.3,25.41,15.89,0,16.49,0
"977","2021",34,"W",4.76,27.34,15.8,1.63,14.59,0
"978","2021",35,"W",4.93,27.16,14.25,1.2,11.34,0
"979","2021",36,"S",4.08,27.29,14.98,0.89,16.09,0
"980","2021",37,"W",7,27.74,13.44,11.77,12.91,0
"981","2021",38,"W",3.96,27.53,14.82,2.63,13.27,0
"982","2021",39,"S",8.72,27.77,13.34,7.37,11.77,0
"983","2021",40,"S",5.07,27.39,11.28,4.64,9.23,0
"984","2021",41,"E",8.84,27.43,10.4,9.46,7.9,0
"985","2021",42,"E",8.37,27.83,9.84,1.8,7.89,0
"986","2021",43,"S",8.89,27.09,11.9,5,9.37,0
"987","2021",44,"S",7.2,27.31,10.9,9.89,8.91,0
"988","2021",45,"S",8.58,27.96,11.34,6.17,9.16,0
"989","2021",46,"S",5.07,28.94,8.18,3.63,5.01,0
"990","2021",47,"S",9.68,28.59,9.52,6.54,8.01,0
"991","2021",48,"W",6.26,28.16,11.72,4.21,8.97,0
"992","2021",49,"S",6.68,28.67,8.48,7.41,4.61,1
"993","2021",50,"S",8.19,28.36,9.51,4.26,6.3,1
"994","2021",51,"W",6.83,26.81,12.35,2.84,8.2,0
"995","2021",52,"W",8.19,27.72,12.61,0.53,9.65,0
"996","2021",53,"E",14.09,27.7,9.64,7.1,5,NA
"997","2022",1,"S",9.68,27.86,7.95,3.64,3.86,1
"998","2022",2,"E",7.11,28.04,8.1,9.6,5.96,3
"999","2022",3,"S",3.78,28.16,12.85,1.96,11.17,1
"1000","2022",4,"W",2.89,27.93,9.29,0.14,3.7,0
"1001","2022",5,"S",7.09,28.16,9.18,2.6,4.23,1
"1002","2022",6,"S",3.92,27.31,12.12,0.66,9.24,1
"1003","2022",7,"W",4.23,28.44,9.61,0.43,6.61,0
"1004","2022",8,"W",6.73,28.91,7.56,3,0.47,2
"1005","2022",9,"S",8.35,27.8,8.56,4.57,6.69,1
"1006","2022",10,"W",6.56,28.59,8.69,1.97,4.43,2
"1007","2022",11,"E",9.14,28.07,7.9,2.51,6.5,8
"1008","2022",12,"S",6.75,28.96,8.47,4.14,6.46,3
"1009","2022",13,"S",5.19,27.21,9.83,2.2,7.56,2
"1010","2022",14,"S",7.89,28.09,9.08,7.51,7.07,2
"1011","2022",15,"W",6.23,28.31,9.18,3.06,4.37,1
"1012","2022",16,"S",5.81,28.71,7.88,5.06,5.93,4
"1013","2022",17,"S",5.08,28.21,8.93,2.06,7.67,3
"1014","2022",18,"W",5.9,28.41,10.91,2.74,8.33,1
"1015","2022",19,"S",5.79,28.14,9.91,2.83,7.44,0
"1016","2022",20,"S",7.16,28.44,11.33,2.23,10.8,1
"1017","2022",21,"S",5.96,27.44,13.4,0.91,12.11,0
"1018","2022",22,"W",4.43,28.21,15.16,2.49,13.2,1
"1019","2022",23,"S",6.96,28.26,13.51,2.66,13.71,0
"1020","2022",24,"W",5.92,26.9,15,2,14.94,0
"1021","2022",25,"W",6.81,27.44,14.7,3.64,12.04,0
"1022","2022",52,"S",10.61,28.5,7.98,38.5,7.8,NA
